,property_id,check_in_date,room_category,successful_bookings,capacity,occ_pct,room_class,property_name,category,city,date,mmm yy,week no,day_type,occ%
1590,17559,25-May-22,RT4,9,14.0,64.29,Presidential,Atliq Exotica,Luxury,Mumbai,25-May-22,May 22,W 22,weekeday,
1591,18558,25-May-22,RT4,9,20.0,45.0,Presidential,Atliq Grands,Luxury,Hyderabad,25-May-22,May 22,W 22,weekeday,
1592,18562,25-May-22,RT4,13,20.0,65.0,Presidential,Atliq Bay,Luxury,Hyderabad,25-May-22,May 22,W 22,weekeday,
1593,18563,25-May-22,RT4,9,18.0,50.0,Presidential,Atliq Palace,Business,Hyderabad,25-May-22,May 22,W 22,weekeday,
1594,16563,25-May-22,RT4,11,18.0,61.11,Presidential,Atliq Palace,Business,Delhi,25-May-22,May 22,W 22,weekeday,
1595,16559,25-May-22,RT4,10,18.0,55.56,Presidential,Atliq Exotica,Luxury,Mumbai,25-May-22,May 22,W 22,weekeday,
1596,17558,25-May-22,RT4,3,6.0,50.0,Presidential,Atliq Grands,Luxury,Mumbai,25-May-22,May 22,W 22,weekeday,
1597,17562,25-May-22,RT4,3,6.0,50.0,Presidential,Atliq Bay,Luxury,Mumbai,25-May-22,May 22,W 22,weekeday,
1598,19558,25-May-22,RT4,3,7.0,42.86,Presidential,Atliq Grands,Luxury,Bangalore,25-May-22,May 22,W 22,weekeday,
1599,17561,25-May-22,RT4,3,4.0,75.0,Presidential,Atliq Blu,Luxury,Mumbai,25-May-22,May 22,W 22,weekeday,
1600,16559,26-May-22,RT1,21,30.0,70.0,Standard,Atliq Exotica,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1601,18560,26-May-22,RT1,19,30.0,63.33,Standard,Atliq City,Business,Hyderabad,26-May-22,May 22,W 22,weekeday,
1602,19562,26-May-22,RT1,16,30.0,53.33,Standard,Atliq Bay,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1603,19563,26-May-22,RT1,15,30.0,50.0,Standard,Atliq Palace,Business,Bangalore,26-May-22,May 22,W 22,weekeday,
1604,17558,26-May-22,RT1,9,19.0,47.37,Standard,Atliq Grands,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1605,16558,26-May-22,RT1,12,19.0,63.16,Standard,Atliq Grands,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1606,17560,26-May-22,RT1,21,40.0,52.5,Standard,Atliq City,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1607,19558,26-May-22,RT1,15,40.0,37.5,Standard,Atliq Grands,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1608,19560,26-May-22,RT1,14,26.0,53.85,Standard,Atliq City,Business,Bangalore,26-May-22,May 22,W 22,weekeday,
1609,17561,26-May-22,RT1,16,26.0,61.54,Standard,Atliq Blu,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1610,16560,26-May-22,RT1,18,34.0,52.94,Standard,Atliq City,Business,Delhi,26-May-22,May 22,W 22,weekeday,
1611,16561,26-May-22,RT1,12,18.0,66.67,Standard,Atliq Blu,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1612,16562,26-May-22,RT1,15,31.0,48.39,Standard,Atliq Bay,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1613,16563,26-May-22,RT1,22,41.0,53.66,Standard,Atliq Palace,Business,Delhi,26-May-22,May 22,W 22,weekeday,
1614,17559,26-May-22,RT1,21,32.0,65.62,Standard,Atliq Exotica,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1615,17562,26-May-22,RT1,9,20.0,45.0,Standard,Atliq Bay,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1616,17563,26-May-22,RT1,15,25.0,60.0,Standard,Atliq Palace,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1617,18558,26-May-22,RT1,8,15.0,53.33,Standard,Atliq Grands,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1618,18559,26-May-22,RT1,15,42.0,35.71,Standard,Atliq Exotica,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1619,18561,26-May-22,RT1,21,33.0,63.64,Standard,Atliq Blu,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1620,18562,26-May-22,RT1,22,38.0,57.89,Standard,Atliq Bay,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1621,18563,26-May-22,RT1,13,27.0,48.15,Standard,Atliq Palace,Business,Hyderabad,26-May-22,May 22,W 22,weekeday,
1622,19559,26-May-22,RT1,11,24.0,45.83,Standard,Atliq Exotica,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1623,19561,26-May-22,RT1,16,36.0,44.44,Standard,Atliq Blu,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1624,17564,26-May-22,RT1,8,16.0,50.0,Standard,Atliq Seasons,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1625,19562,26-May-22,RT2,15,23.0,65.22,Elite,Atliq Bay,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1626,18563,26-May-22,RT2,15,29.0,51.72,Elite,Atliq Palace,Business,Hyderabad,26-May-22,May 22,W 22,weekeday,
1627,17561,26-May-22,RT2,23,36.0,63.89,Elite,Atliq Blu,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1628,17558,26-May-22,RT2,25,50.0,50.0,Elite,Atliq Grands,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1629,16562,26-May-22,RT2,20,43.0,46.51,Elite,Atliq Bay,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1630,16561,26-May-22,RT2,17,24.0,70.83,Elite,Atliq Blu,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1631,16558,26-May-22,RT2,15,22.0,68.18,Elite,Atliq Grands,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1632,19560,26-May-22,RT2,23,38.0,60.53,Elite,Atliq City,Business,Bangalore,26-May-22,May 22,W 22,weekeday,
1633,16563,26-May-22,RT2,22,38.0,57.89,Elite,Atliq Palace,Business,Delhi,26-May-22,May 22,W 22,weekeday,
1634,16559,26-May-22,RT2,26,41.0,63.41,Elite,Atliq Exotica,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1635,19559,26-May-22,RT2,21,41.0,51.22,Elite,Atliq Exotica,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1636,19558,26-May-22,RT2,15,39.0,38.46,Elite,Atliq Grands,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1637,17559,26-May-22,RT2,23,39.0,58.97,Elite,Atliq Exotica,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1638,16560,26-May-22,RT2,17,34.0,50.0,Elite,Atliq City,Business,Delhi,26-May-22,May 22,W 22,weekeday,
1639,18562,26-May-22,RT2,19,34.0,55.88,Elite,Atliq Bay,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1640,18559,26-May-22,RT2,17,44.0,38.64,Elite,Atliq Exotica,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1641,17563,26-May-22,RT2,26,44.0,59.09,Elite,Atliq Palace,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1642,17562,26-May-22,RT2,11,30.0,36.67,Elite,Atliq Bay,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1643,18558,26-May-22,RT2,15,30.0,50.0,Elite,Atliq Grands,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1644,17564,26-May-22,RT2,17,40.0,42.5,Elite,Atliq Seasons,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1645,18561,26-May-22,RT2,23,40.0,57.5,Elite,Atliq Blu,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1646,18560,26-May-22,RT2,27,40.0,67.5,Elite,Atliq City,Business,Hyderabad,26-May-22,May 22,W 22,weekeday,
1647,17560,26-May-22,RT2,21,45.0,46.67,Elite,Atliq City,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1648,19561,26-May-22,RT2,23,45.0,51.11,Elite,Atliq Blu,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1649,19563,26-May-22,RT2,22,45.0,48.89,Elite,Atliq Palace,Business,Bangalore,26-May-22,May 22,W 22,weekeday,
1650,19563,26-May-22,RT3,13,29.0,44.83,Premium,Atliq Palace,Business,Bangalore,26-May-22,May 22,W 22,weekeday,
1651,19562,26-May-22,RT3,20,29.0,68.97,Premium,Atliq Bay,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1652,19561,26-May-22,RT3,15,29.0,51.72,Premium,Atliq Blu,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1653,18562,26-May-22,RT3,19,29.0,65.52,Premium,Atliq Bay,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1654,17558,26-May-22,RT3,14,27.0,51.85,Premium,Atliq Grands,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1655,17562,26-May-22,RT3,13,27.0,48.15,Premium,Atliq Bay,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1656,19559,26-May-22,RT3,15,27.0,55.56,Premium,Atliq Exotica,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1657,16559,26-May-22,RT3,23,32.0,71.88,Premium,Atliq Exotica,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1658,16558,26-May-22,RT3,5,8.0,62.5,Premium,Atliq Grands,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1659,18560,26-May-22,RT3,15,24.0,62.5,Premium,Atliq City,Business,Hyderabad,26-May-22,May 22,W 22,weekeday,
1660,16563,26-May-22,RT3,13,20.0,65.0,Premium,Atliq Palace,Business,Delhi,26-May-22,May 22,W 22,weekeday,
1661,16561,26-May-22,RT3,14,21.0,66.67,Premium,Atliq Blu,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1662,18561,26-May-22,RT3,14,25.0,56.0,Premium,Atliq Blu,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1663,16562,26-May-22,RT3,9,18.0,50.0,Premium,Atliq Bay,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1664,16560,26-May-22,RT3,10,20.0,50.0,Premium,Atliq City,Business,Delhi,26-May-22,May 22,W 22,weekeday,
1665,17563,26-May-22,RT3,10,16.0,62.5,Premium,Atliq Palace,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1666,19558,26-May-22,RT3,10,21.0,47.62,Premium,Atliq Grands,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1667,17564,26-May-22,RT3,10,24.0,41.67,Premium,Atliq Seasons,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1668,17559,26-May-22,RT3,12,16.0,75.0,Premium,Atliq Exotica,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1669,17560,26-May-22,RT3,12,25.0,48.0,Premium,Atliq City,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1670,17561,26-May-22,RT3,12,19.0,63.16,Premium,Atliq Blu,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1671,18558,26-May-22,RT3,12,26.0,46.15,Premium,Atliq Grands,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1672,18563,26-May-22,RT3,12,23.0,52.17,Premium,Atliq Palace,Business,Hyderabad,26-May-22,May 22,W 22,weekeday,
1673,19560,26-May-22,RT3,12,19.0,63.16,Premium,Atliq City,Business,Bangalore,26-May-22,May 22,W 22,weekeday,
1674,18559,26-May-22,RT3,11,23.0,47.83,Premium,Atliq Exotica,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1675,17562,26-May-22,RT4,2,6.0,33.33,Presidential,Atliq Bay,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1676,19559,26-May-22,RT4,2,3.0,66.67,Presidential,Atliq Exotica,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1677,16558,26-May-22,RT4,2,3.0,66.67,Presidential,Atliq Grands,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1678,16560,26-May-22,RT4,4,7.0,57.14,Presidential,Atliq City,Business,Delhi,26-May-22,May 22,W 22,weekeday,
1679,19561,26-May-22,RT4,4,7.0,57.14,Presidential,Atliq Blu,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1680,18561,26-May-22,RT4,5,9.0,55.56,Presidential,Atliq Blu,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1681,16561,26-May-22,RT4,6,10.0,60.0,Presidential,Atliq Blu,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1682,17560,26-May-22,RT4,6,13.0,46.15,Presidential,Atliq City,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1683,17564,26-May-22,RT4,6,17.0,35.29,Presidential,Atliq Seasons,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1684,18560,26-May-22,RT4,8,15.0,53.33,Presidential,Atliq City,Business,Hyderabad,26-May-22,May 22,W 22,weekeday,
1685,19560,26-May-22,RT4,10,16.0,62.5,Presidential,Atliq City,Business,Bangalore,26-May-22,May 22,W 22,weekeday,
1686,18559,26-May-22,RT4,8,19.0,42.11,Presidential,Atliq Exotica,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1687,17563,26-May-22,RT4,12,19.0,63.16,Presidential,Atliq Palace,Business,Mumbai,26-May-22,May 22,W 22,weekeday,
1688,19562,26-May-22,RT4,8,14.0,57.14,Presidential,Atliq Bay,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1689,17559,26-May-22,RT4,9,14.0,64.29,Presidential,Atliq Exotica,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1690,18558,26-May-22,RT4,10,20.0,50.0,Presidential,Atliq Grands,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1691,18562,26-May-22,RT4,13,20.0,65.0,Presidential,Atliq Bay,Luxury,Hyderabad,26-May-22,May 22,W 22,weekeday,
1692,18563,26-May-22,RT4,9,18.0,50.0,Presidential,Atliq Palace,Business,Hyderabad,26-May-22,May 22,W 22,weekeday,
1693,16563,26-May-22,RT4,11,18.0,61.11,Presidential,Atliq Palace,Business,Delhi,26-May-22,May 22,W 22,weekeday,
1694,16559,26-May-22,RT4,12,18.0,66.67,Presidential,Atliq Exotica,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1695,16562,26-May-22,RT4,3,6.0,50.0,Presidential,Atliq Bay,Luxury,Delhi,26-May-22,May 22,W 22,weekeday,
1696,17558,26-May-22,RT4,3,6.0,50.0,Presidential,Atliq Grands,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1697,19563,26-May-22,RT4,3,6.0,50.0,Presidential,Atliq Palace,Business,Bangalore,26-May-22,May 22,W 22,weekeday,
1698,19558,26-May-22,RT4,3,7.0,42.86,Presidential,Atliq Grands,Luxury,Bangalore,26-May-22,May 22,W 22,weekeday,
1699,17561,26-May-22,RT4,3,4.0,75.0,Presidential,Atliq Blu,Luxury,Mumbai,26-May-22,May 22,W 22,weekeday,
1700,19563,27-May-22,RT3,14,29.0,48.28,Premium,Atliq Palace,Business,Bangalore,27-May-22,May 22,W 22,weekeday,
1701,18560,27-May-22,RT1,19,30.0,63.33,Standard,Atliq City,Business,Hyderabad,27-May-22,May 22,W 22,weekeday,
1702,19562,27-May-22,RT1,17,30.0,56.67,Standard,Atliq Bay,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1703,19563,27-May-22,RT1,16,30.0,53.33,Standard,Atliq Palace,Business,Bangalore,27-May-22,May 22,W 22,weekeday,
1704,17558,27-May-22,RT1,10,19.0,52.63,Standard,Atliq Grands,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1705,16558,27-May-22,RT1,12,19.0,63.16,Standard,Atliq Grands,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1706,17560,27-May-22,RT1,18,40.0,45.0,Standard,Atliq City,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1707,19558,27-May-22,RT1,19,40.0,47.5,Standard,Atliq Grands,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1708,19560,27-May-22,RT1,18,26.0,69.23,Standard,Atliq City,Business,Bangalore,27-May-22,May 22,W 22,weekeday,
1709,17561,27-May-22,RT1,16,26.0,61.54,Standard,Atliq Blu,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1710,16560,27-May-22,RT1,19,34.0,55.88,Standard,Atliq City,Business,Delhi,27-May-22,May 22,W 22,weekeday,
1711,16561,27-May-22,RT1,10,18.0,55.56,Standard,Atliq Blu,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1712,16562,27-May-22,RT1,15,31.0,48.39,Standard,Atliq Bay,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1713,16563,27-May-22,RT1,23,41.0,56.1,Standard,Atliq Palace,Business,Delhi,27-May-22,May 22,W 22,weekeday,
1714,17559,27-May-22,RT1,19,32.0,59.38,Standard,Atliq Exotica,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1715,17562,27-May-22,RT1,9,20.0,45.0,Standard,Atliq Bay,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1716,17563,27-May-22,RT1,15,25.0,60.0,Standard,Atliq Palace,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1717,18558,27-May-22,RT1,8,15.0,53.33,Standard,Atliq Grands,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1718,18559,27-May-22,RT1,18,42.0,42.86,Standard,Atliq Exotica,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1719,18561,27-May-22,RT1,20,33.0,60.61,Standard,Atliq Blu,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1720,18562,27-May-22,RT1,21,38.0,55.26,Standard,Atliq Bay,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1721,18563,27-May-22,RT1,13,27.0,48.15,Standard,Atliq Palace,Business,Hyderabad,27-May-22,May 22,W 22,weekeday,
1722,19559,27-May-22,RT1,13,24.0,54.17,Standard,Atliq Exotica,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1723,19561,27-May-22,RT1,18,36.0,50.0,Standard,Atliq Blu,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1724,17564,27-May-22,RT1,6,16.0,37.5,Standard,Atliq Seasons,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1725,19562,27-May-22,RT2,14,23.0,60.87,Elite,Atliq Bay,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1726,18563,27-May-22,RT2,15,29.0,51.72,Elite,Atliq Palace,Business,Hyderabad,27-May-22,May 22,W 22,weekeday,
1727,17561,27-May-22,RT2,19,36.0,52.78,Elite,Atliq Blu,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1728,17558,27-May-22,RT2,26,50.0,52.0,Elite,Atliq Grands,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1729,16562,27-May-22,RT2,19,43.0,44.19,Elite,Atliq Bay,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1730,16561,27-May-22,RT2,13,24.0,54.17,Elite,Atliq Blu,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1731,16558,27-May-22,RT2,13,22.0,59.09,Elite,Atliq Grands,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1732,19560,27-May-22,RT2,24,38.0,63.16,Elite,Atliq City,Business,Bangalore,27-May-22,May 22,W 22,weekeday,
1733,16563,27-May-22,RT2,26,38.0,68.42,Elite,Atliq Palace,Business,Delhi,27-May-22,May 22,W 22,weekeday,
1734,16559,27-May-22,RT2,28,41.0,68.29,Elite,Atliq Exotica,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1735,19559,27-May-22,RT2,18,41.0,43.9,Elite,Atliq Exotica,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1736,19558,27-May-22,RT2,16,39.0,41.03,Elite,Atliq Grands,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1737,17559,27-May-22,RT2,26,39.0,66.67,Elite,Atliq Exotica,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1738,16560,27-May-22,RT2,18,34.0,52.94,Elite,Atliq City,Business,Delhi,27-May-22,May 22,W 22,weekeday,
1739,18562,27-May-22,RT2,22,34.0,64.71,Elite,Atliq Bay,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1740,18559,27-May-22,RT2,17,44.0,38.64,Elite,Atliq Exotica,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1741,17563,27-May-22,RT2,31,44.0,70.45,Elite,Atliq Palace,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1742,17562,27-May-22,RT2,13,30.0,43.33,Elite,Atliq Bay,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1743,18558,27-May-22,RT2,14,30.0,46.67,Elite,Atliq Grands,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1744,17564,27-May-22,RT2,19,40.0,47.5,Elite,Atliq Seasons,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1745,18561,27-May-22,RT2,27,40.0,67.5,Elite,Atliq Blu,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1746,18560,27-May-22,RT2,28,40.0,70.0,Elite,Atliq City,Business,Hyderabad,27-May-22,May 22,W 22,weekeday,
1747,17560,27-May-22,RT2,25,45.0,55.56,Elite,Atliq City,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1748,19561,27-May-22,RT2,24,45.0,53.33,Elite,Atliq Blu,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1749,19563,27-May-22,RT2,21,45.0,46.67,Elite,Atliq Palace,Business,Bangalore,27-May-22,May 22,W 22,weekeday,
1750,16559,27-May-22,RT1,18,30.0,60.0,Standard,Atliq Exotica,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1751,19562,27-May-22,RT3,16,29.0,55.17,Premium,Atliq Bay,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1752,19561,27-May-22,RT3,16,29.0,55.17,Premium,Atliq Blu,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1753,18562,27-May-22,RT3,20,29.0,68.97,Premium,Atliq Bay,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1754,17558,27-May-22,RT3,14,27.0,51.85,Premium,Atliq Grands,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1755,17562,27-May-22,RT3,11,27.0,40.74,Premium,Atliq Bay,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1756,19559,27-May-22,RT3,15,27.0,55.56,Premium,Atliq Exotica,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1757,16559,27-May-22,RT3,22,32.0,68.75,Premium,Atliq Exotica,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1758,16558,27-May-22,RT3,5,8.0,62.5,Premium,Atliq Grands,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1759,18560,27-May-22,RT3,16,24.0,66.67,Premium,Atliq City,Business,Hyderabad,27-May-22,May 22,W 22,weekeday,
1760,16563,27-May-22,RT3,13,20.0,65.0,Premium,Atliq Palace,Business,Delhi,27-May-22,May 22,W 22,weekeday,
1761,17560,27-May-22,RT3,13,25.0,52.0,Premium,Atliq City,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1762,18561,27-May-22,RT3,13,25.0,52.0,Premium,Atliq Blu,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1763,16562,27-May-22,RT3,9,18.0,50.0,Premium,Atliq Bay,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1764,17564,27-May-22,RT3,9,24.0,37.5,Premium,Atliq Seasons,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1765,17563,27-May-22,RT3,10,16.0,62.5,Premium,Atliq Palace,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1766,18559,27-May-22,RT3,10,23.0,43.48,Premium,Atliq Exotica,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1767,19558,27-May-22,RT3,10,21.0,47.62,Premium,Atliq Grands,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1768,17559,27-May-22,RT3,12,16.0,75.0,Premium,Atliq Exotica,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1769,17561,27-May-22,RT3,12,19.0,63.16,Premium,Atliq Blu,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1770,18558,27-May-22,RT3,12,26.0,46.15,Premium,Atliq Grands,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1771,18563,27-May-22,RT3,12,23.0,52.17,Premium,Atliq Palace,Business,Hyderabad,27-May-22,May 22,W 22,weekeday,
1772,19560,27-May-22,RT3,12,19.0,63.16,Premium,Atliq City,Business,Bangalore,27-May-22,May 22,W 22,weekeday,
1773,16560,27-May-22,RT3,11,20.0,55.0,Premium,Atliq City,Business,Delhi,27-May-22,May 22,W 22,weekeday,
1774,16561,27-May-22,RT3,11,21.0,52.38,Premium,Atliq Blu,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1775,19559,27-May-22,RT4,2,3.0,66.67,Presidential,Atliq Exotica,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1776,16558,27-May-22,RT4,2,3.0,66.67,Presidential,Atliq Grands,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1777,16560,27-May-22,RT4,4,7.0,57.14,Presidential,Atliq City,Business,Delhi,27-May-22,May 22,W 22,weekeday,
1778,17560,27-May-22,RT4,5,13.0,38.46,Presidential,Atliq City,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1779,16561,27-May-22,RT4,6,10.0,60.0,Presidential,Atliq Blu,Luxury,Delhi,27-May-22,May 22,W 22,weekeday,
1780,18561,27-May-22,RT4,6,9.0,66.67,Presidential,Atliq Blu,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1781,17564,27-May-22,RT4,7,17.0,41.18,Presidential,Atliq Seasons,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1782,18560,27-May-22,RT4,10,15.0,66.67,Presidential,Atliq City,Business,Hyderabad,27-May-22,May 22,W 22,weekeday,
1783,19560,27-May-22,RT4,9,16.0,56.25,Presidential,Atliq City,Business,Bangalore,27-May-22,May 22,W 22,weekeday,
1784,18559,27-May-22,RT4,7,19.0,36.84,Presidential,Atliq Exotica,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1785,17563,27-May-22,RT4,12,19.0,63.16,Presidential,Atliq Palace,Business,Mumbai,27-May-22,May 22,W 22,weekeday,
1786,19562,27-May-22,RT4,9,14.0,64.29,Presidential,Atliq Bay,Luxury,Bangalore,27-May-22,May 22,W 22,weekeday,
1787,17559,27-May-22,RT4,9,14.0,64.29,Presidential,Atliq Exotica,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
1788,18558,27-May-22,RT4,11,20.0,55.0,Presidential,Atliq Grands,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1789,18562,27-May-22,RT4,10,20.0,50.0,Presidential,Atliq Bay,Luxury,Hyderabad,27-May-22,May 22,W 22,weekeday,
1790,18563,27-May-22,RT4,10,18.0,55.56,Presidential,Atliq Palace,Business,Hyderabad,27-May-22,May 22,W 22,weekeday,
1791,16563,27-May-22,RT4,12,18.0,66.67,Presidential,Atliq Palace,Business,Delhi,27-May-22,May 22,W 22,weekeday,
1792,16559,27-May-22,RT4,11,18.0,61.11,Presidential,Atliq Exotica,Luxury,Mumbai,27-May-22,May 22,W 22,weekeday,
